id,date,type,severity,affectedIndustry,country,lat,lng,responseTime,dataBreached,mitigationStrategy,financialImpact,org
956,2022-07-01,Malware,Critical,Retail,Brazil,-14.287859,-51.928528,11 hours,"660,707 records",Firewall,$78.03M,Insider
957,2021-07-31,Ransomware,Low,Education,USA,38.605114,-95.855777,16 hours,"697,935 records",AI-based Detection,$6.77M,Unknown
958,2019-04-08,Malware,High,IT,Russia,61.744538,105.080278,8 hours,"500,655 records",AI-based Detection,$71.92M,Nation-state
959,2020-06-09,Ransomware,Critical,IT,USA,39.431016,-95.658269,63 hours,"239,343 records",VPN,$95.79M,Nation-state
960,2023-01-16,Phishing,Critical,Retail,China,35.425134,104.246287,57 hours,"143,728 records",AI-based Detection,$90.04M,Unknown
961,2020-08-09,Phishing,Critical,Retail,USA,39.217209,-95.901021,27 hours,"464,717 records",VPN,$99.64M,Insider
962,2018-07-16,SQL Injection,Low,Education,Russia,61.023589,104.401854,56 hours,"351,063 records",Firewall,$1.25M,Nation-state
963,2015-11-03,DDoS,Medium,Government,Australia,-25.287892,133.791598,54 hours,"479,025 records",Antivirus,$13.96M,Nation-state
964,2021-11-23,DDoS,Low,Banking,Germany,51.554818,10.415244,22 hours,"823,004 records",Encryption,$1.62M,Nation-state
965,2021-12-04,DDoS,Medium,Education,Russia,61.690742,104.986546,27 hours,"394,957 records",Antivirus,$18.47M,Hacker Group
966,2019-04-26,Phishing,Medium,Telecommunications,France,46.411552,2.981688,60 hours,"96,640 records",Antivirus,$28.88M,Unknown
967,2024-04-28,DDoS,Medium,Education,Russia,61.156939,105.318128,5 hours,"325,634 records",Firewall,$19.50M,Insider
968,2023-08-30,SQL Injection,Medium,Government,France,46.11962,2.857664,30 hours,"662,667 records",VPN,$29.63M,Hacker Group
969,2024-01-01,Phishing,High,IT,USA,38.547046,-96.761531,18 hours,"107,681 records",VPN,$57.24M,Unknown
970,2017-07-22,Phishing,Low,Banking,Russia,61.375957,105.32555,6 hours,"982,243 records",Encryption,$3.20M,Insider
971,2022-09-28,SQL Injection,Critical,Government,Japan,36.588133,138.078294,54 hours,"950,425 records",Antivirus,$79.19M,Unknown
972,2017-07-07,Ransomware,Critical,Education,Brazil,-14.829556,-51.422748,60 hours,"279,808 records",Antivirus,$80.50M,Insider
973,2024-05-29,SQL Injection,High,Telecommunications,India,21.596048,79.003333,15 hours,"190,099 records",AI-based Detection,$71.20M,Unknown
974,2019-07-01,Malware,Medium,Government,Brazil,-14.439262,-51.51242,59 hours,"713,035 records",AI-based Detection,$12.04M,Nation-state
975,2016-10-25,Malware,Medium,Retail,Australia,-24.650912,133.027079,68 hours,"817,347 records",Antivirus,$29.05M,Nation-state
976,2023-05-08,Ransomware,Medium,Healthcare,Germany,51.366486,10.630063,11 hours,"707,214 records",AI-based Detection,$28.18M,Unknown
977,2016-03-27,DDoS,Medium,Retail,UK,55.6165,-2.237561,33 hours,"668,780 records",Firewall,$39.26M,Hacker Group
978,2015-12-30,DDoS,High,Telecommunications,Russia,62.023956,105.725969,4 hours,"609,196 records",VPN,$57.21M,Unknown
979,2021-01-24,Man-in-the-Middle,Critical,Telecommunications,USA,39.506985,-95.884863,3 hours,"980,367 records",Firewall,$83.88M,Nation-state
980,2022-01-14,Man-in-the-Middle,Critical,IT,Russia,62.519113,105.585349,47 hours,"919,858 records",Encryption,$84.10M,Nation-state
981,2017-02-14,DDoS,Medium,Healthcare,France,46.49072,1.951364,14 hours,"195,459 records",Encryption,$39.49M,Hacker Group
982,2015-12-20,Man-in-the-Middle,High,Government,Russia,61.653925,105.19509,36 hours,"713,342 records",Encryption,$46.76M,Unknown
983,2019-05-23,DDoS,Critical,Banking,UK,55.223081,-4.488293,29 hours,"19,007 records",VPN,$80.68M,Nation-state
984,2022-07-30,Ransomware,Critical,Government,China,35.995517,104.758879,37 hours,"963,091 records",VPN,$86.56M,Insider
985,2017-02-22,Malware,High,Government,UK,56.153377,-3.9714,13 hours,"726,887 records",Firewall,$66.25M,Hacker Group
986,2021-09-08,DDoS,Critical,IT,Russia,61.030052,104.706371,66 hours,"130,413 records",Encryption,$78.76M,Unknown
987,2017-07-23,Malware,Critical,Banking,Germany,51.595114,10.792747,15 hours,"906,914 records",AI-based Detection,$97.68M,Hacker Group
988,2020-08-09,Ransomware,Medium,IT,China,35.801357,103.867813,70 hours,"557,218 records",Firewall,$14.94M,Nation-state
989,2018-03-14,SQL Injection,High,Banking,Russia,61.664438,105.455724,26 hours,"380,543 records",VPN,$59.29M,Unknown
990,2022-05-05,Malware,Medium,Retail,UK,55.687217,-2.881648,2 hours,"337,363 records",VPN,$39.55M,Insider
991,2018-06-27,DDoS,Medium,IT,China,37.11165,104.554742,23 hours,"803,086 records",VPN,$14.04M,Nation-state
992,2024-09-29,Man-in-the-Middle,High,IT,China,36.388595,104.898315,1 hours,"195,858 records",Encryption,$63.79M,Hacker Group
993,2019-10-25,Malware,Medium,Banking,India,20.72598,79.03132,30 hours,"358,371 records",AI-based Detection,$37.03M,Insider
994,2019-03-27,Phishing,Low,Retail,Australia,-25.254856,134.034933,14 hours,"212,267 records",Antivirus,$9.12M,Insider
995,2021-06-04,Man-in-the-Middle,High,Healthcare,France,46.566185,1.697423,43 hours,"757,744 records",Antivirus,$52.04M,Nation-state
996,2017-02-16,Ransomware,High,Retail,Japan,36.291498,138.488991,47 hours,"747,705 records",VPN,$59.13M,Insider
997,2024-07-22,Phishing,High,Telecommunications,USA,39.451705,-95.762645,69 hours,"996,651 records",Encryption,$64.67M,Hacker Group
998,2015-04-11,Ransomware,High,Government,UK,54.875048,-4.01185,32 hours,"281,905 records",VPN,$52.78M,Insider
999,2019-05-14,Man-in-the-Middle,Low,Healthcare,Brazil,-14.542999,-51.955277,54 hours,"739,981 records",Antivirus,$7.44M,Unknown
1000,2016-08-31,SQL Injection,High,Telecommunications,France,46.250439,1.403428,31 hours,"554,448 records",Antivirus,$47.19M,Hacker Group
1001,2016-01-02,Ransomware,Critical,Healthcare,USA,38.583722,-95.595887,8 hours,"745,103 records",Encryption,$99.19M,Insider
1002,2015-10-16,DDoS,Medium,Healthcare,India,20.635946,79.174794,16 hours,"600,279 records",AI-based Detection,$10.94M,Insider
1003,2016-07-31,Man-in-the-Middle,High,IT,Russia,60.986185,104.917483,23 hours,"973,654 records",Encryption,$48.86M,Unknown
1004,2016-04-29,DDoS,Critical,Telecommunications,China,36.250944,104.246671,50 hours,"78,123 records",Antivirus,$80.48M,Hacker Group
1005,2015-11-25,Man-in-the-Middle,High,Government,UK,56.076998,-3.938452,60 hours,"675,955 records",Antivirus,$69.96M,Insider
1006,2016-02-07,DDoS,Medium,IT,China,35.237962,104.088305,46 hours,"122,866 records",VPN,$18.96M,Insider
1007,2018-01-31,Ransomware,High,Education,Russia,61.080779,105.764893,72 hours,"177,570 records",Encryption,$66.33M,Nation-state
1008,2024-12-10,Man-in-the-Middle,High,Retail,France,45.480883,1.425297,43 hours,"774,913 records",Antivirus,$60.40M,Unknown
1009,2024-01-22,Phishing,Medium,IT,China,36.214759,104.200213,44 hours,"852,327 records",VPN,$24.92M,Unknown
1010,2019-02-17,DDoS,Medium,IT,Australia,-25.710556,134.319908,8 hours,"775,033 records",Antivirus,$32.06M,Hacker Group
1011,2022-06-11,Phishing,High,Telecommunications,China,35.659757,104.536093,36 hours,"823,093 records",Firewall,$71.77M,Insider
1012,2018-03-25,Phishing,High,Government,France,46.391583,2.135177,59 hours,"947,445 records",Encryption,$70.59M,Insider
1013,2018-01-31,DDoS,Critical,IT,Japan,35.385685,138.080028,71 hours,"972,713 records",Encryption,$75.34M,Unknown
1014,2023-01-04,Malware,Low,Banking,France,47.481638,2.04047,51 hours,"116,840 records",Firewall,$9.99M,Unknown
1015,2021-01-04,Ransomware,Critical,Telecommunications,USA,39.880023,-95.628479,9 hours,"710,953 records",Firewall,$91.94M,Unknown
1016,2015-12-06,DDoS,High,IT,Russia,61.481388,105.530609,25 hours,"467,190 records",AI-based Detection,$66.09M,Nation-state
1017,2024-01-24,Phishing,High,Healthcare,Germany,51.024467,9.809543,15 hours,"540,773 records",VPN,$66.73M,Unknown
1018,2018-03-30,SQL Injection,High,Banking,Australia,-25.45662,134.603725,6 hours,"874,040 records",Firewall,$40.11M,Unknown
1019,2022-06-26,SQL Injection,High,Healthcare,Australia,-24.850029,133.833353,17 hours,"8,498 records",VPN,$60.71M,Nation-state
1020,2016-10-25,DDoS,Medium,IT,USA,39.07522,-95.240327,32 hours,"112,881 records",VPN,$18.48M,Hacker Group
1021,2018-03-27,DDoS,Low,IT,Japan,35.636312,137.622127,56 hours,"942,725 records",VPN,$9.90M,Insider
1022,2024-09-28,Phishing,High,Education,France,47.167441,2.034269,27 hours,"168,684 records",VPN,$52.03M,Nation-state
1023,2018-12-01,DDoS,Medium,Telecommunications,Japan,36.010056,137.668718,27 hours,"559,274 records",Firewall,$25.06M,Hacker Group
1024,2016-01-15,Phishing,Medium,Retail,UK,55.281072,-4.152699,13 hours,"144,856 records",Antivirus,$13.68M,Unknown
1025,2015-02-01,Malware,Low,Banking,Japan,36.270359,138.636461,53 hours,"418,914 records",Firewall,$2.63M,Nation-state
1026,2024-10-17,Phishing,Critical,Retail,Brazil,-14.554418,-51.477255,67 hours,"842,945 records",Firewall,$88.47M,Hacker Group
1027,2022-09-25,DDoS,High,Government,UK,55.123843,-3.747997,41 hours,"841,198 records",VPN,$50.04M,Unknown
1028,2024-04-17,Phishing,Medium,Government,Germany,50.774116,11.030512,24 hours,"50,054 records",Antivirus,$19.52M,Insider
1029,2020-04-12,DDoS,Low,Telecommunications,Brazil,-14.453348,-52.351855,58 hours,"52,302 records",VPN,$4.52M,Unknown
1030,2015-11-19,Man-in-the-Middle,Critical,Banking,India,20.638248,79.336193,66 hours,"694,308 records",VPN,$97.28M,Nation-state
1031,2019-05-15,Malware,High,Telecommunications,China,36.888962,103.662514,53 hours,"520,232 records",Encryption,$62.67M,Nation-state
1032,2018-08-27,SQL Injection,High,Retail,Germany,50.746347,10.205653,35 hours,"575,379 records",AI-based Detection,$46.34M,Unknown
1033,2023-11-28,Man-in-the-Middle,Medium,IT,Russia,61.820161,104.959202,6 hours,"850,714 records",Encryption,$26.45M,Hacker Group
1034,2023-08-21,SQL Injection,Medium,Healthcare,Germany,51.040188,10.796176,35 hours,"403,325 records",AI-based Detection,$14.12M,Hacker Group
1035,2022-02-11,Phishing,Critical,Education,Brazil,-14.492996,-51.867128,4 hours,"345,577 records",Encryption,$80.99M,Insider
1036,2017-09-20,Man-in-the-Middle,Medium,IT,Australia,-25.546381,133.963293,41 hours,"428,352 records",Firewall,$30.51M,Hacker Group
1037,2023-04-06,Phishing,High,Banking,Brazil,-14.066258,-52.519395,12 hours,"852,592 records",AI-based Detection,$69.45M,Nation-state
1038,2019-07-22,SQL Injection,Critical,Education,USA,39.026994,-96.621345,30 hours,"36,804 records",VPN,$78.12M,Unknown
1039,2020-03-02,Phishing,Critical,Telecommunications,Brazil,-14.604347,-52.313019,9 hours,"725,707 records",AI-based Detection,$92.63M,Hacker Group
1040,2017-03-30,Man-in-the-Middle,Medium,Telecommunications,Australia,-25.528757,133.922417,16 hours,"765,929 records",Firewall,$35.27M,Nation-state
1041,2017-05-26,Man-in-the-Middle,Medium,Retail,Russia,61.769184,104.905129,59 hours,"242,574 records",Encryption,$17.22M,Nation-state
1042,2021-07-04,SQL Injection,High,Education,USA,39.582318,-95.858924,20 hours,"838,652 records",Encryption,$45.52M,Unknown
1043,2018-02-20,DDoS,Critical,Telecommunications,Japan,36.843036,138.291355,53 hours,"389,405 records",Antivirus,$99.04M,Nation-state
1044,2022-06-13,Phishing,High,Telecommunications,Russia,60.664595,104.67544,38 hours,"359,577 records",Encryption,$56.44M,Unknown
1045,2022-10-10,Man-in-the-Middle,High,Telecommunications,India,20.750628,78.858999,32 hours,"943,689 records",Firewall,$73.24M,Insider
1046,2024-03-23,SQL Injection,Medium,Education,Brazil,-14.494324,-51.662781,43 hours,"783,795 records",AI-based Detection,$14.69M,Insider
1047,2017-04-20,DDoS,High,Healthcare,Germany,51.924157,9.952325,49 hours,"263,506 records",Encryption,$72.05M,Insider
1048,2020-11-14,DDoS,Medium,Telecommunications,Australia,-25.940027,133.488946,11 hours,"457,184 records",VPN,$20.59M,Insider
1049,2019-01-30,SQL Injection,High,Banking,India,21.01992,78.581664,40 hours,"186,842 records",VPN,$68.44M,Nation-state
1050,2018-03-01,DDoS,Low,Banking,UK,55.208733,-3.794891,41 hours,"198,929 records",AI-based Detection,$8.81M,Nation-state
1051,2018-12-21,SQL Injection,High,Retail,Japan,35.625151,138.245294,28 hours,"65,700 records",Encryption,$51.58M,Hacker Group
1052,2021-10-10,Phishing,Critical,Telecommunications,Brazil,-14.384064,-51.464276,65 hours,"90,156 records",Antivirus,$83.79M,Hacker Group
1053,2015-06-23,DDoS,Medium,Telecommunications,Australia,-25.386497,133.256844,53 hours,"470,471 records",VPN,$14.55M,Nation-state
1054,2021-03-14,Malware,Medium,Retail,China,36.145207,104.23234,16 hours,"33,426 records",Antivirus,$20.52M,Unknown
1055,2024-11-23,Malware,Critical,Education,Russia,62.412651,105.848691,47 hours,"143,037 records",Firewall,$83.29M,Insider
1056,2022-01-29,Ransomware,Critical,Telecommunications,Germany,50.962704,10.088705,4 hours,"151,930 records",Encryption,$79.77M,Unknown
1057,2018-08-29,Malware,Critical,Education,China,36.031636,102.470364,50 hours,"499,651 records",Encryption,$97.20M,Nation-state
1058,2017-09-01,DDoS,High,Education,Brazil,-14.12842,-51.71338,59 hours,"249,211 records",AI-based Detection,$41.63M,Insider
1059,2024-09-17,SQL Injection,Low,IT,Germany,51.6904,11.026632,9 hours,"470,074 records",Encryption,$1.01M,Insider
1060,2015-07-18,Phishing,Critical,Banking,Japan,36.624918,139.120121,37 hours,"429,920 records",Encryption,$87.50M,Nation-state
1061,2019-09-23,SQL Injection,Low,Healthcare,Australia,-25.301758,133.441589,64 hours,"269,314 records",VPN,$0.75M,Unknown
1062,2019-08-27,Man-in-the-Middle,Medium,Healthcare,UK,54.364331,-3.642944,42 hours,"696,199 records",Encryption,$37.16M,Nation-state
1063,2020-08-24,Phishing,Critical,Banking,Russia,61.311978,105.362999,35 hours,"355,505 records",AI-based Detection,$98.38M,Nation-state
1064,2023-07-14,DDoS,High,IT,Australia,-26.050455,133.677877,53 hours,"890,234 records",VPN,$55.94M,Nation-state
1065,2019-05-16,Ransomware,Medium,Telecommunications,Brazil,-13.539065,-51.252015,1 hours,"581,616 records",Encryption,$23.63M,Insider
1066,2021-06-10,SQL Injection,Medium,IT,China,35.17245,104.06582,19 hours,"155,768 records",AI-based Detection,$39.44M,Nation-state
1067,2024-09-09,Malware,Critical,Telecommunications,Australia,-24.653364,133.869072,4 hours,"824,298 records",Firewall,$83.69M,Nation-state
1068,2018-06-29,Malware,Medium,Government,UK,55.379182,-3.53161,71 hours,"212,533 records",Antivirus,$28.88M,Insider
1069,2019-10-20,Ransomware,Medium,Banking,Brazil,-14.65966,-52.089238,69 hours,"47,737 records",Encryption,$10.10M,Hacker Group
1070,2018-08-13,Man-in-the-Middle,High,IT,Brazil,-14.862273,-51.811949,10 hours,"940,513 records",Encryption,$47.01M,Unknown
1071,2021-02-05,Man-in-the-Middle,Medium,Banking,Russia,61.165135,105.102261,15 hours,"292,992 records",Encryption,$18.66M,Insider
1072,2024-07-16,Malware,Critical,Telecommunications,Germany,51.256304,10.483919,6 hours,"639,779 records",Antivirus,$79.72M,Nation-state
1073,2019-05-29,DDoS,Medium,Banking,Australia,-25.08966,134.313231,25 hours,"949,862 records",Firewall,$29.85M,Hacker Group
1074,2021-04-08,Phishing,Low,Healthcare,USA,37.891451,-95.163632,16 hours,"260,396 records",Antivirus,$0.92M,Hacker Group
1075,2024-03-24,Phishing,Critical,IT,Australia,-25.060343,133.93662,18 hours,"215,376 records",Firewall,$92.48M,Nation-state
1076,2016-08-28,DDoS,Medium,Telecommunications,France,46.829223,2.779652,68 hours,"689,397 records",AI-based Detection,$20.09M,Insider
1077,2016-03-16,SQL Injection,Medium,Education,Brazil,-14.362432,-51.990116,32 hours,"238,092 records",AI-based Detection,$16.24M,Nation-state
1078,2019-05-22,Phishing,Medium,Banking,India,20.649999,78.209975,27 hours,"289,539 records",Antivirus,$18.42M,Nation-state
1079,2020-01-28,DDoS,High,Healthcare,Russia,62.46853,104.217517,30 hours,"382,327 records",VPN,$49.02M,Insider
1080,2018-02-11,Phishing,Medium,Government,Australia,-25.705971,133.038875,41 hours,"605,810 records",Firewall,$12.43M,Unknown
1081,2019-05-19,DDoS,Low,Banking,Australia,-24.691563,133.351069,49 hours,"588,345 records",Firewall,$1.27M,Insider
1082,2019-03-10,Phishing,Medium,Government,UK,55.196032,-3.979762,55 hours,"831,367 records",Antivirus,$21.58M,Insider
1083,2019-02-25,Man-in-the-Middle,Medium,Banking,Brazil,-13.785339,-52.137717,66 hours,"880,671 records",Firewall,$14.64M,Hacker Group
1084,2023-06-05,DDoS,Critical,Retail,France,45.656397,0.910819,39 hours,"418,211 records",Encryption,$92.32M,Insider
1085,2022-03-19,Man-in-the-Middle,Medium,Retail,France,46.057597,1.989953,37 hours,"264,380 records",VPN,$31.40M,Insider
1086,2017-11-27,Phishing,Low,Banking,Brazil,-14.369666,-51.680743,20 hours,"437,974 records",Encryption,$9.25M,Hacker Group
1087,2021-05-18,Phishing,Medium,IT,India,21.01893,79.325313,71 hours,"713,949 records",Antivirus,$37.10M,Hacker Group
1088,2022-04-28,SQL Injection,Low,IT,USA,38.331667,-95.887613,30 hours,"523,164 records",AI-based Detection,$8.50M,Hacker Group
1089,2015-02-22,DDoS,Critical,Telecommunications,UK,55.088352,-4.074748,54 hours,"193,852 records",VPN,$85.23M,Insider
1090,2024-04-04,DDoS,Medium,Retail,UK,54.451274,-3.516553,61 hours,"655,640 records",Firewall,$14.09M,Nation-state
1091,2021-02-24,Phishing,Critical,IT,France,46.149852,0.939617,10 hours,"573,328 records",AI-based Detection,$76.02M,Insider
1092,2019-01-02,Malware,High,Government,UK,55.422945,-3.273524,10 hours,"798,717 records",Encryption,$46.27M,Hacker Group
1093,2019-02-20,DDoS,High,Telecommunications,Brazil,-14.285728,-52.545445,11 hours,"899,413 records",Encryption,$59.86M,Nation-state
1094,2017-12-30,SQL Injection,Medium,Healthcare,France,45.922453,1.713456,44 hours,"436,009 records",AI-based Detection,$18.75M,Nation-state
1095,2020-03-23,SQL Injection,High,Retail,UK,55.085354,-2.987363,29 hours,"142,291 records",VPN,$56.30M,Nation-state
1096,2019-06-24,Man-in-the-Middle,High,Government,Germany,50.231199,10.124072,2 hours,"276,197 records",Firewall,$64.80M,Unknown
1097,2020-06-22,Ransomware,Medium,IT,Russia,61.51058,105.56688,37 hours,"807,918 records",Antivirus,$33.61M,Hacker Group
1098,2021-01-23,Man-in-the-Middle,Critical,Telecommunications,France,45.540895,2.499626,2 hours,"483,484 records",VPN,$90.99M,Hacker Group
1099,2015-02-12,Ransomware,High,IT,Russia,61.67295,105.796671,32 hours,"7,290 records",AI-based Detection,$41.79M,Insider
1100,2022-06-30,DDoS,Medium,IT,India,19.991975,78.543718,26 hours,"333,967 records",Firewall,$38.69M,Insider
1101,2020-10-26,Man-in-the-Middle,Critical,Education,China,35.91193,104.477871,58 hours,"840,118 records",Encryption,$84.40M,Hacker Group
1102,2024-08-27,Malware,High,Healthcare,USA,39.01455,-95.336953,58 hours,"187,312 records",VPN,$69.46M,Nation-state
1103,2024-03-18,DDoS,Medium,IT,Brazil,-13.908537,-51.564528,8 hours,"470,727 records",Firewall,$34.46M,Unknown
1104,2023-09-18,Malware,Critical,Education,India,20.834811,80.080134,38 hours,"629,490 records",VPN,$95.97M,Hacker Group
